year,type,project,track_num,song,lyrics
2004.0,album,The College Dropout,15,School Spirit,"School spirit, motherfucker
[Hook]Alpha, step
Omega, step
Kappa, step
Sigma, stepGangstas walk
Pimps gon' talkOoh, hecky nah, that boy is rawAKA, step
Delta, step
S.G. Rho, step
Zeta, step
Gangstas walk
Pimps gon' talk
Ooh, hecky nah, that boy is raw
[Verse 1]I'mma get on this TV, mamaI'mma, I'mma put shit downI'mma make sure these light-skinned niggas
Never, ever, never come back in styleTold 'em I finished school and I started my own businessThey say ""Oh you graduated?"" No, I decided I was finishedChasing y'all dreams and what you've got plannedNow I spit it so hot, you got tannedBack to school and I hate it there, I hate it thereEverything I want, I gotta wait a year, I wait a yearThis nigga graduated at the top of our class
I went to Cheesecake, he was a motherfucking waiter there
[Hook]Alpha, step
Omega, step
Kappa, step
Sigma, stepGangstas walk
Pimps gon' talkOoh, hecky nah, that boy is rawAKA, step
Delta, step
S.G. Rho, step
Zeta, step
Gangstas walk
Pimps gon' talk
Ooh, hecky nah, that boy is raw
[Verse 2]I got a Jones like Norah for your sororBring more of them girls I've seen in The AuroraTammy, Becky, and Laura, or a ShirleyI'm trying to hit it early, like I'm in a hurrySee, that's how dude became the young Pootie Tang: ""tippy tow""Roc-a-fella chain, yeah that's my rapper styleRosary piece, yeah that's my Catholic styleRed and white One's, yeah that's my Kappa styleAnd I ain't even pledgeCrack my head on the steering wheel and I ain't even dead
If I could go through all that and still be breathing
Bitch bend over, I'm here for a reason
[Hook]Alpha, step
Omega, step
Kappa, step
Sigma, stepGangstas walk
Pimps gon' talkOoh, hecky nah, that boy is rawAKA, step
Delta, step
S.G. Rho, step
Zeta, step
Gangstas walk
Pimps gon' talk
Ooh, hecky nah, that boy is raw
[Outro]I feel a woo coming on, cuz
I feel a woo coming on, cuz
WOO
There it was
I feel some woos coming on, cuz
A couple woos coming on, cuz
WOO, WOO
There they wasI feel a woo coming on, cuz
I feel a woo coming on, cuz
WOO
There it was
I feel some woos coming on, cuz
A couple woos coming on, cuz
WOO, WOO
There they was"
2004.0,album,The College Dropout,16,School Spirit (Skit 2),"You keep it going manYou keep those books rollingYou pick up all those books that you're gonna read and not remember
And you roll, man
You get that associate's degree, okay?Then you get your bachelor'sThen you get your mastersThen you get your masters' mastersThen you get your doctorate
You go man!And then when everyone says quit
You show them those degrees, man
When everyone says ""Hey, you're not working, you're not making any money""You say ""You look at my degrees, and you look at my lifeYeah, I'm 52! So what?
Hate all you want, but I'm smart, I'm so smart
And I'm in school
All these guys out here making money all these ways
And I'm spending mine to be smart!You know why?
Cause when I die buddy
You know what's gonna keep me warm?
That's right, those degrees."""
2004.0,album,The College Dropout,17,Lil' Jimmy (Skit),"Hey Jimmy, where you going?I don't know where I'm goin'My Dad died, and he left me his degreesMy mom would always say ""Dad, why don't you work?""
But he just kept learningAll the other kids' parents were working and saving up money for school
And I was actually in school all while my dad was in school!He was so greedy with degrees, he took my degreeAnd now I'm just glad he left me these
Because all the regular homeless people have newspaper, and look what I haveThese are documentedMy father left them for me
And I'm going to leave them to my kids
I'm going to learn too
I'm going to get super smart, so I, too, can die without money
But I'll be the smartest dead guy!
Who has that?"
2004.0,album,The College Dropout,18,Two Words,"[Intro: Kanye West]
We in the streets, playa, get ya mail
It's only two places you end up, either dead or in jail
Still nowhere to go, still nowhere to go
[Half-Hook: Kanye West]Now throw ya hands up hustlers, busters, boosters, hoesEverybody, fuck that
Still nowhere to go, still nowhere to go
[Verse 1: Mos Def]Two words, United States, no love, no breaksLow brow, high stakes, crack smoke, black folksBig Macs, fat folks, ecstasy capsulesPresidential scandals, everybody moveTwo words, Mos Def, K. West, hot shit
Calm down, get back, ghetto people, got this
Game 'pon lock shit, gun 'pon cock shit
We won't stop shit, everybody move
Two words, BK, NY, Bed StuyToo harsh, too hungry, too many, that's whyThese streets know game, can't ball, don't play
Heavy traffic, one lane, everybody move
Two words, Mos Def, Black Jack, hot shit
Calm down, get back, ghetto people, got this
Game 'pon lock, gun 'pon cock
We won't stop, everybody move
[Hook: Kanye West (w/ Harlem Boys Choir)]Now throw ya hands up hustlers, busters, boosters, hoes (Throw your hands up high)
Everybody, fuck that
Still nowhere to go, still nowhere to go
And keep ya hands up hustlersBusters, boosters, hoes ('Til they reach the sky)
Everybody, fuck that
Still nowhere to go, still nowhere to go
[Verse 2: Kanye West]
Two words, Chi-town, South Side, worldwide
Cause I rep that 'til I fuckin' dieOne neck two chains, one waist two gatsOne wall twenty plaques, dues paid, gimme thatI am limelight, Blueprint five micsGo Getters rhyme like, should've been signed twiceMost imitated, Grammy nominated
Hotel accommodated, cheerleader prom-datedBarbershop playa-hated, mom-and-pop bootlegged itFelt like it rained 'til the roof caved inTwo words, Chi-town raised me crazySo I live by two words: ""fuck you, pay me""
Screamin' ""Jesus save me""
You know how the game be
I can't let 'em change me
Cause on judgment day, you gon' blame me
Look, God, it's the same meAnd I basically know now
We get racially profiled
'Cuffed up and hosed down, pimped up and ho'd downPlus I got a whole city to hold downFrom the bottom so the top's
The only place to go now
[Half-Hook: Kanye West (w/ Harlem Boys Choir)]Now throw ya hands up hustlers, busters, boosters, hoes (Throw your hands up high)
Oh, everybody, fuck that
Still nowhere to go, still nowhere to go[Verse 3: Freeway]Two words, free way, two letters, AR
Turn y'all rap niggas to two words, fast runners
Like Jackie Joyner, you better sleep with your burnerThe heat skeet, blow a reef through ya car, my God
Two words, no guns, break armsBreak necks, break backs, Steven Seagal
Free, young boss, freshman of the Roc
With the beef in the pot Jay sent for his dogs
To brawl, forget ya squad, better fend for yourself
Have you screamin' out four words, ""send for the law"", uhTwo words, Freeway slightly retardedFuck around, throw a clip in ya artist, leave with his broad
[Outro: Mos Def (w/ Harlem Boys Choir)]
Red, white, blue, black (Throw your hands up)
Calm down, move backMotherfuckers askin' ""who is that?""
You know it's the almighty Black JackMos Def, K. West
Ghetto people get this shit off ya chest
North to the south, to the east, to the westBlack Jack Johnson, it's no contest
(High) And show it to 'em like"
2004.0,album,The College Dropout,19,Through the Wire,"[Music Video][Produced by Kanye West]
[Intro]Yo, Gee, they can't stop me from rapping, can they?
Can they, Hop?
[Hook]Through the fire, to the limit, to the wall (I spit it through the wire, man)
For a chance to be with you
I'd gladly risk it all (There's too much stuff on my heart right now, man)
Through the fire (I'd gladly risk it all right now)
Through whatever, come what may (It's a life-or-death situation, man)
For a chance at loving you (Y'all, y'all don't really understand how I feel right now, man)
I'd take it all the way (It's your boy Kanye to the... Chi-town, what's goin' on?)
Right down to the wire
Even through the fire
[Verse 1]I drink a Boost for breakfast, an Ensure for dessertSomebody ordered pancakes, I just sip the sizzurp
That right there could drive a sane man berserk
Not to worry, Mr. H-to-the-Izzo's back to wi-zerkHow do you console my mom or give her light support
Telling her her son's on life support?And just imagine how my girl feelOn the plane, scared as hell that her guy look like Emmett TillShe was with me before the deal, she'd been trying to be mineShe a Delta, so she'd been throwing that Dynasty signNo use in me tryin' to be lyin', I been tryin' to be signedTryin' to be a millionaire, how I used two lifelinesIn the same hospital where Biggie Smalls diedThe doctor said I had blood clots, but I ain't Jamaican, manStory on MTV and I ain't trying to make a bandI swear this right here, history in the making, man
[Hook]
Through the fire, to the limit, to the wall (I really apologize for everything right now if it's unclear at all, man)
For a chance to be with you (They got my mouth wired shut for like I dunno)
I'd gladly risk it all (The doctor said like six weeks, y'know he had, I had reconstructive surgery on my jaw)
Through the fire
Through whatever, come what may (I looked in the mirror)
For a chance at loving you  (And half my jaw was in the back of my mouth, man, I couldn't believe it)
I'd take it all the way (But I'm still here for y'all right now, man)
Right down to the wire (This what I got to say right here, dawg)
Even through the fire (Yeah, turn me up, yeah)[Verse 2]What if somebody from the Chi' that was ill got a deal
On the hottest rap label around?But he wasn't talking about coke and birds
It was more like spoken word
Except he's really putting it down?And he explained the story about how blacks came from glory
And what we need to do in the gameGood dude, bad night, right place, wrong timeIn the blink of a eye, his whole life changedIf you could feel how my face felt
You would know how Mase felt
Thank God I ain't too cool for the safe beltI swear to God, Driver 2 wants to sue
I got a lawyer for the case to keep what's in my safe safe
My dawgs couldn't tell if I...I looked like Tom Cruise in Vanilla SkyIt was televisedThere's been an accident like GEICOThey thought I was burnt up like Pepsi did MichaelI must got a angel, ‘cause look how death missed his assUnbreakable, what, you thought they'd call me Mr. Glass?Look back on my life like the Ghost of Christmas PastToys ""R"" Us where I used to spend that Christmas cashAnd I still won't grow up, I'm a grown-ass kid
Swear I should be locked up for stupid shit that I didBut I'm a champion, so I turned tragedy to triumphMake music that's fire, spit my soul through the wire
[Hook/Outro]
Through the fire, to the limit, to the wall (Y'know what I'm saying?)
For a chance to be with you (When the doctor told me I had, um, that I was gonna have to have a plate in my chin, I said)
I'd gladly risk it all (""Dawg, don't you realize I'll never make it on a plane now?"")
Through the fire (""It's bad enough I got all this jewelry on!"")
Through whatever, come what may
For a chance at loving you (She can't be serious, man)
I'd take it all the way
Right down to the wire
Even through the fireTo the limit
Through the fire
To the limit
Through the fire
To the limit
Through the fire
To the limit"
2004.0,album,The College Dropout,20,Family Business,"[Produced by Kanye West]
[Intro]How's your son? (all the things)
He made the team this year? (all, all, all the things things)
Aight, they said he wasn't tall enough(...all all that glitters is not gold
And all gold is not reality
Real is what you lays on me)Ma we here we gon' cook this Sunday ok?
That's a new girlfriend?
[Verse 1]This is family businessAnd this is for the family that can't be with us
And this is for my cousin locked down, know the answer's in usThis why I spit it in my songs so sweet
Like a photo of your granny's pictureNow that you're gone it hit us
Super hard on Thanksgiving and Christmas, this can't be rightYeah you heard the track I did man, ""This Can't Be Life""Somebody please say grace so I can save face
And have a reason to cover my faceI even made you a plate, soul food, know how Granny do it
Monkey bread on the side, know how the family do itWhen I brought it why the guard have to look all through it?As kids we used to laughWho knew that life would move this fast?
Who knew I'd have to look at you through a glass?And look, you tell me you ain't did it then you ain't did it
And if you did, then that's family business
[Hook]And I don't care 'bout
(all the diamond rings all the diamond rings)
They don't mean a thing (all, all, all the things)All these fancy things
I tell you that all is my weight and gold
(all that glitters is not gold, now gold is not reality)
Now all I know I know all these things
(real is what you lease on me)
[Verse 2]This is family business
And this is for everybody standing with usCome on, let's take a family Grammy pictureAbi, remember when they ain't believe in me?
Now she like ""See, that's my cousin on TV!""Now, we gettin' it and we gon' make it
And they gon' hate it and I'm his favoriteI can't deny it, I'm a straight riderBut when we get together be electric slidin'Grandma, get 'em shook upAw naw, don't open the photo book upI got an Aunt Ruth that can't remember your nameBut I bet them Polaroids'll send her down memory laneYou know that one auntie, you don't mean to be rude
But every holiday nobody eating her foodAnd you don't wanna stay there cause them your worst cousins
Got roaches at their crib like them your first cousinsAct like you ain't took a bath with your cousinsFit 3 in the bed if it's 6 of y'all
I'm talkin' 'bout three by the head and three by the leg
But you ain't have to tell my girl I used to pee in the bed
[Interlude]Rain, rain, rain go away
Let the sun come out and all the children say
Rain, rain, rain go away
Let the sun come out and all the children say
[Verse 3]I woke up early this morning with a new state of mind
A creative way to rhyme without using knives and gunsKeep your nose out the sky, keep your heart to God
And keep your face to the risin' sunAll my niggas from the Chi, that's my family, dogAnd my niggas ain't my guys, they my family, dogI feel like one day you'll understand me, dog
You can still love your man and be manly, dogYou ain't got to get heated at every house warmin'Sittin' here, grillin' people like George ForemanWhy Uncle Ray and Aunt Shiela always performin'?
The second she storm out then he storm in
Y'all gon' sit down, have a good time this reunionAnd drink some wine like CommunionAnd act like everything fine and if it isn't
We ain't letting everybody in our family business
[Hook]
(all all all the diamond rings diamond rings)
They don't mean a thing (all, all, all the things)
They don't mean a thing (all, all, all the things)
(all all that glitters is not gold, now gold is not reality)
They don't mean a thing a thing
(all, all, all the things)
They don't mean a thing a thing a thing
I don't care what they don't mean a thing
(all, all, all the things) all these fancy things
I tell you that all is my weight and gold
All i know , i know all these thing
All these things, all these things
All these things, all these things ...[Outro]CLK Mercedes Benz
All these things, all these things ...
All these things, all these things ...
All these things, all these things ...A whole lotta money
All these things, all these things
All these things, all these things
All these things, all these thingsMommy and Daddy, will you please stop fighting?
All these things, all these things
All these things, (and I don't care why) all these things
All these things, all these things
All these things, all these things...Let's get Stevie outta jail"
2004.0,album,The College Dropout,21,Last Call,"[Produced by Evidence & Kanye West][Intro: Jay-Z]
Yo fuck you, Kanye, first and foremost
For making me do this shit. Muh'fucker
Had to throw everybody out the motherfucking room
Cause they don't fucking
[Kanye]I'd like to propose a toast
I said toast motherfucker![Hook: Kanye West]
And I am(Here's to the Roc)
And they ask me, they ask me, they ask me, I tell them
(Here's to Roc-A-Fella)
Raise your glasses, your glasses, your glasses to the sky and
(Here's to the Roc)This is the last call for alcohol, for the(Mr. Rockefeller)So get your ass up off the wall
[Verse 1: Kanye West]The all around the world Digital Underground PacThe Rudolph the red-nosed reindeer of the RocI take my chain, my 15 seconds of fame
And come back next year with the whole fucking gameAin't nobody expect Kanye to end up on top
They expected that College Dropout to drop and then flopThen maybe he stop savin' all the good beats for himself
Roc-A-Fella's only niggas that helpedMy money was thinner than Sean Paul's goatee hairNow Jean Paul Gaultier cologne fill the air, here
They say he bougie, he big-headed
Would you please stop talking about how my dick head isFlow infectious, give me 10 seconds
I'll have a buzz bigger than insects in TexasIt's funny how wasn't nobody interested'Til the night I almost killed myself in Lexus
[Hook: Kanye West]
And I am
(Here's to the Roc)
And they ask me, they ask me, they ask me, I tell them
(Here's to Roc-A-Fella)
Raise your glasses, your glasses, your glasses to the sky and
(Here's to the Roc)
This is the last call for alcohol, for the
(Mr. Rockefeller)
So get your ass up off the wall[Verse 2: Kanye West]Now was Kanye the most overlooked? Yes sir
Now is Kanye the most overbooked? Yes sirThough the fans want the feeling of A Tribe Called QuestBut all they got left is this guy called WestThat'll take Freeway, throw him on tracks with Mos DefCall him Kwa-li or Kwe-li, I put him on songs with Jay-ZI'm the Gap like Banana Republic and Old Navy, and ooohIt come out sweeter than old SadieNice as Bun-B when I met him at the Source awardsGirl he had with him - ass coulda won the horse awardsAnd I was almost famous, now everybody love Kanye
I'm almost RaymondSome say he arrogant. Can y'all blame him?It was straight embarrassing how y'all played himLast year shoppin my demo, I was tryin' to shine
Every motherfucker told me that I couldn't rhymeNow I could let these dream killers kill my self-esteem
Or use my arrogance as the steam to power my dreamsI use it as my gas, so they say that I'm gassedBut without it I'd be last, so I ought to laughSo I don't listen to the suits behind the desk no moreYou niggas wear suits cause you can't dress no more
You can't say shit to Kanye West no moreI rocked 20,000 people, I was just on tour, niggaI'm Kan, the Louis Vuitton Don
Bought my mom a purse, now she Louis Vuitton MomI ain't play the hand I was dealt, I changed my cardsI prayed to the skies and I changed my starsI went to the malls and I balled too hard""Oh my god, is that a black card?""
I turned around and replied, ""Why yes
But I prefer the term African American Express""Brains, power, and muscle, like Dame, Puffy, and RussellYour boy back on his hustle, you know what I've been up to
Killin y'all niggas on that lyrical shitMayonnaise-colored Benz, I push Miracle Whips
[Hook: Kanye West]
And I am
(Here's to the Roc)
And they ask me, they ask me, they ask me, I tell them
(Here's to Roc-A-Fella)
Raise your glasses, your glasses, your glasses to the sky and
(Here's to the Roc)
This is the last call for alcohol, for the
(Mr. Rockefeller)
So get your ass up off the wall""... last call for alcohol, for my niggas""[Outro]
So this A&R over at Roc-A-Fella, named Hip Hop Picked the ""Truth"" beat for Beanie. And I was in the session with him. I had my demo with me. You know, like I always do. I play the songs, he's like ""Who that spittin?"" I'm like ""It's me."" He's like ""Oh, well okay.""
Uhh, he started talkin to me on the phone, going back and forth
Just askin me to send him beats, and I'm thinking he's trying to get into managing producers, cause he had this other kid named Just Blaze he was messin withSo won't you raise your glass won't you
So won't you raise your glass won't you
So won't you raise your glass won't you
So won't you raise your glass won't you
And um, he was friends with my mentor, No ID. And No ID told him, ""Look man, you wanna mess with Kanye you need to tell him that you like the way he rap""
No ID: ""Yo, you wanna sign him, tell him you like how he rap""[Saxophone Solo]I was all, I dunno if he was gassin' me or not but he's like he wanna manage me as a rapper AND a producer
[Hiphop: ""I'll sign you as a producer and a rapper""]I'm like oh shit. I was messin with, uh, D-Dot also. People were like this, started talking about the ghost production but that's how I got in the game. If it wasn't for that, I wouldn't be here. So you know, after they picked that ""Truth"" beat I was figuring I was gonna do some more work but shit just wasn't poppin off like that. I was stayin in Chicago, I had my own apartment, I be doin like, just beats for local acts just to try to keep the lights on, and then to go out and buy, get a Pelle Pelle off lay-away, get some Jordans or something or get a TechnoMarine, that's what we wore back thenI made this one beat where I sped up this Harold Melvin sample I played it for Hip over the phone, he's like, ""Oh, yo that shit is crazy Jay might want it for this compilation album he doin, called The Dynasty. And at that time, like the drums really weren't soundin right to me So I went and um, I was listening to Dre Chronic 2001 at that time.And really I just, like bit the drums off ""Explosive"" and put it like with it sped up, sampled, and now it's kind of like my whole style, when it started, when he rapped on ""This Can't be Life.""And that was like, really the first beat of that kind that was on The Dynasty album. I could say that was the the resurgence of the soul sound You know, I got to come in and track the beat and at the time I was still with my other management. I really wanted to roll with Hip Hop cause I, I just needed some fresh air, you know what I'm sayin cause I been there for a while. I appreciated what they did for me but, you know there's a time in every man's life where he gotta make a change. Try to move up to the next level. And that day I came and I tracked the beat and I got to meet Jay-Z and he said, ""Oh you a real soulful dude.""[Jay-Z: ""Oh you a real soulful dude, man""]
And he, uh, played the song cause he already spit his verse by the time I got to the studio You know how he do it, one take. And he said
[Jay-Z: ""Check this out, tell me what you think of this, right here""]
""Tell me what you think of this."" And I heard it, and I was thinking like, man, I really wanted more like of the simple type Jay-Z. I ain't want like the, the more introspective, complicated rhy- or the... in my personal opinion. So he asked me, ""What you think of it?""
[Jay-Z: ""so what you think of this?""]
And I was like, ""Man that shit tight,"" you know what I'm sayin', man what I'ma tell him? I was on the train, man, you know. So after that I went back home. And man I'm, I'm just in Chicago, I'm trying to do my thing. You know, I got groups. I got acts I'm trying to get on, and like there wasn't nothin really like poppin' off the way it should have been. One of my homies that was one of my artists, he got signed. But it was supposed to really go through my production company, but he ended up going straight with the company. So, like I'm just straight holdin' the phone, gettin' the bad news that dude was tryin' to leave my company. And I got evicted at the same time. So I went down and tracked the beats from him, I took that money, came back, packed all my shit up in a U-Haul, maybe about ten days before I had to actually get out so I ain't have to deal with the landlord cause he's a jerk. Me and my mother drove to...
[Mother: ""Come on, let's just go""]
...Newark, New Jersey. I hadn't even seen my apartment. I remember I pulled up...
[Mother: ""Kanye, baby, we're here""]
...I unpacked all my shit. You know, we went to Ikea, I bought a bed, I put the bed together myself. I loaded up all my equipment, and the first beat I made was, uh, ""Heart of the City."" And Beans was still working on his album at that time, so I came up there to Baseline, it was Beans' birthday, matter of fact, and I played like seven beats. And, you know I guess he was in the zone, he already had the beats that he wanted, I had did ""Nothing Like It"" already at that time but then Jay walked in. I remember he had a Gucci bucket hat on. I remember it like, like it was yesterday. And Hiphop said, ""Yo play that one beat for him."" And I played ""Heart of the City."" And really I made ""Heart of the City,"" I really wanted to give that beat
To DMX
[Hiphop: ""No I think Jay gon' like this one right here""]And I played another beat, and I played another beat. And I remember that Gucci bucket, he took it and like put it over his face and made one of them faces like 'OOOOOOOOOOH.' Two days later I'm in Baseline and I seen Dame. Dame didn't know who I was and I was like, ""Yo what's up I'm Kanye.""
[Dame: ""Yo, you that kid, Kanye?""]
""You that kid that gave all them beats to Jay? Yo, this nigga got classics""
[Dame: ""Jay got classics, G.""]
You know I ain't talkin shit. I'm like ""oh shit."" And all this time I'm starstruck, man. I'm still thinking 'bout, you know I'm picturing these niggas on the show, The Streets is Watching, I'm lookin, these were superstars in my eyes. And they still are, you know. So, Jay came in and he spit all these songs like in one day, and in two days... I gotta bring up one thing, you know, come back to the story, the day I did the 'Can't be Life' beat on track, I remember Lenny S, he had some Louis Vuitton sneakers on, he think he fly. And Hip Hop was there, I think Ty-Ty, John Meneilly, a bunch of people. I didn't know all these people at the time they was in the room, and I said, ""yo Jay I could rap."" And I spit this rap that said, uh ""I'm killin y'all niggas on that lyrical shit. Mayonnaise colored Benz, I push miracle whips."" And I saw his eyes light up when I said that line. But you know the rest, the rap was like real wack and shit, so that's all the response. He said ""man that was tight.""
[Jay-Z: ""That, that was cool. That was hot.""]
That was it. You know, I ain't get no deal then, hehe. Okay, fast forward. So, Blueprint, ""H to the Izzo,"" my first hit single. And I just took that proudly, built relationships with people. My relationship with Kweli I think was one of the best ones to ever happen to my career as a rapper. Because, you know, of course later he allowed me to go on tour with him. Man, I appre-- I love him for that. And at this time, you know I didn't have a deal, I had songs, and I had relationships with all these A&R's, and they wanted beats from me, so they'd call me up, I'd play them some beats. ""Gimme a beat that sound like Jay-Z."" You know, they dick riders. Whatever. So I'll play them these post-Blueprint beats or whatever and then I'll play my shit. I'll be like, ""yo but I rap too."" Hey, I guess they was lookin' at me crazy cause you know, cause I ain't have a jersey on or whatever everybody out there listen here. I played them 'Jesus Walks' and they didn't sign me. You know what happened, it was some A&R's that fucked with me though, but then like the heads, it'd be somebody at the company that'll say ""naw."" Like, Dave Lighty fucked with me, my nigga Mel brought me to a bunch of labels. Jessica Rivera, man...
[Jessica: ""Man, you niggas is stupid if y'all don't sign Kanye, for real.""]
I'm not gonna say nothin to mess my promotion up
[""Y'all niggas is stupid""]
Let's just say I didn't get my deal. The nigga that was behind me, I mean, he wasn't even a nigga, you know? The person who actually kicked everything off was Joe 3H from Capitol Records. He wanted to sign me really bad
[Joe: ""We gonna change the game, buddy.""]Dame was like, ""Yo you got a deal with Capitol? Okay man, just make sure it's not wack.""
[Dame: ""You gotta make sure it's not wack.""]
Then one day I just went ahead and played it, I wanted to play some songs, cause you know Cam was in the room, Young Guru, and Dame was in the room. So I played... actually it's a song that you'll never hear, but maybe I might use it. So, it's called 'Wow.'"
2005.0,album,Late Registration,1,Wake Up Mr. West,"[Produced by Kanye West]Oh, whoa ho ho!
I knew I was gon' see you again! Knew I was gon' see you again!Where your goddamn book bag at?
Always carryin' that lil' book bag, nobody wants to see that!
Goddamn 4th grader, sit your ass down!He wanna play it again like he got somethin' else to do
You ain't got somethin' else to do!
You ain't doin' nothin' wit' your life, nothin' wit' your life!
You think this is?You better look at me when I'm talkin' to you!
You think this shit easy, don't you?
You think this is promised!
Well ain't nothin' promised to you!
Look at my face, do I got a promised face?
Does it look like I promised you anything?Kanye, nigga-is you snorin' in my class?Wake up Mr. West!"
2005.0,album,Late Registration,2,Heard 'Em Say,"[Produced by Kanye West and Jon Brion]
[Intro]Wake up Mr. West - Mr. West - Mr. West...
Uh, yea, uh, yea, uh, yea
[Verse 1]And I heard 'em say, nothing's ever promised tomorrow today
From the Chi, like Tim it's a harder waySo this is in the name of love like Robert sayBefore you ask me to go get a job today
Can I at least get a raise of the minimum wage?And I know that the government administer AIDSSo I guess we just pray like the minister say
Allāhu Akbar and throw him some hot carsThings we see on the screen that's not ours
But these niggas from the hood so these dreams not farWhere I'm from the dope boys is the rock starsBut they can't cop cars without seeing cop cars
I guess they want us all behind bars - I know it[Hook: Kanye West & Adam Levine]Uh, and I heard 'em say, nothing's ever promised tomorrow today
And I heard 'em say
Nothing's ever promised tomorrow today
But we'll a find a way
And nothing last forever but be honest babe
It hurts but it may be the only way
[Verse 2]They say people in your life are seasonsAnd anything that happen is for a reason
And niggas gun clapping and keep to squeezing
And Gran keep praying and keep believing
In Jesus, and one day that you see him
'Til then walk in his footsteps and try to be him
The devil is alive I feel him breathinClaiming money is the key, so keep on dreamin
And put them lottery tickets just to tease usMy Aunt Pam can't put them cigarettes down
So now my little cousin smokin them cigarettes nowHis job try to claim that he too niggerish now
Is it cause his skin blacker than licorice now
I can't figure it out, I'm sick of it now[Hook: Kanye West & Adam Levine]Uh, and I heard 'em say, nothing's ever promised tomorrow today
And I heard 'em say
Nothing's ever promised tomorrow today
But we'll a find a way
And nothing last forever but be honest babe
It hurts but it may be the only way[Post-Hook: Adam Levine]With every worthless word we get more far awayAnd nothing's ever promised tomorrow today
And nothing last forever but be honest babeIt hurts but it may be the only way[Outro]
Uh, yea, uh, yea, uh, yea"
2005.0,album,Late Registration,3,Touch the Sky,"[Produced by Just Blaze]
[Hook]I gotta testify
Come up in the spot lookin' extra fly
'Fore the day I die, I'ma touch the sky
Gotta testify
Come up in the spot lookin' extra fly
'Fore the day I die, I'ma touch the sky
[Verse 1]Back when they thought pink Polos would hurt the RocBefore Cam got the shit to popThe doors was closed
I felt like Bad Boy's street team; I couldn't work the locksNow let's go, take 'em back to the plan
Me and my momma hopped in that U-Haul vanAny pessimists, I ain't talk to them
Plus I ain't have no phone in my apart-a-mentLet's take 'em back to the club
Least about an hour I stand on line
I just wanted to dance, I went to Jacob an hour
After I got my advance, I just wanted to shineJay favorite line: ""Dawg, in due time!""
Now he look at me, like, ""Damn, dawg! You where I am!""
A hip-hop legendI think I died in that accident, ‘cause this must be Heaven
[Hook]I gotta testify
Come up in the spot lookin' extra fly
'Fore the day I die, I'ma touch the sky
Gotta testify
Come up in the spot lookin' extra fly
'Fore the day I die, I'ma touch the sky
[Post-Hook]Now let's take them hi-ah-igh-igh-igh-ighhhh
(Top of the world, baby, top top of the world!)A-la-la-la-lah-la-lahhhhh
(Top of the world, baby, on top of the world!)[Verse 2]Back when Gucci was the shit to rockBack when Slick Rick got the shit to popI'd do anything to say I got it
Damn, them new loafers hurt my pocketBefore anybody wanted K. West beats
Me and my girl split the buffet at KFCDog, I was having nervous breakdowns
Like ""Man, these niggas that much better than me?""Baby, I'm going on an aeroplane
And I don't know if I'll be back again
Sure enough, I sent the plane tickets
But when she came to kick it, things became different
Any girl I cheated on, sheets I skeeted onCouldn't keep it at home, thought I needed a Nia LongI'm trying to right my wrongs
But it's funny them same wrongs helped me write this song
[Hook 2]I gotta testify
Come up in the spot lookin' extra fly
'Fore the day you die, you gon' touch the sky
You gon' touch the sky, baby girl, testify
Come up in the spot lookin' extra fly
'Fore the day you die, you gon' touch the sky[Verse 3: Lupe Fiasco]Guess who's on third? Lupe steal like Lupin the 3rdHere like ear 'til I'm beer on the curbPeachfuzz buzz, but beard on the vergeLet's slow it down like we're on the syrupBottle shaped body like Mrs. ButterworthBut, before you say another wordI'm back on the block like I'm laying on the streetI'm trying to stop lyin' like I'm Mumm-RaBut I'm not lyin' when I'm laying on the beatEn garde, or touché, Lupe cool as the unthawedBut I still feel possessed as a gun chargeCome as correct as a porn starIn a fresh pair steps in my best foreign carSo, I represent the firstNow let me end my verse right where the horns are, like…
[Hook 2]I gotta testify
Come up in the spot lookin' extra fly
'Fore the day you die, you gon' touch the sky
You gon' touch the sky, baby girl, testify
Come up in the spot lookin' extra fly
'Fore the day you die, you gon' touch the sky
[Outro]We back at home, baby!
Sky high, I’m, I’m sky high!
I’m, I’m sky high!
I’m, I’m sky high!
I’m, I’m sky high!
I’m, I’m sky high!
Sky, sky high! I’m, I’m sky high!
Yeah, keep it rollin'!
Yeah, uh, feels good to be home, baby!
Feels good to be home!"
